file,line,startCol,endCol,type,value,score
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,13,91,152,HIGH_ENTROPY,"""Opera/8.82.(Windows 98; lo-LA) Presto/2.9.167 Version/10.00""",4.8137051164576805
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,14,0,128,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""auth"",""msg"":""token refreshed"",""user"":""millertodd"",""trace"":""Fz46PDjqipVJ""}",4.873390767493963
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,16,0,13,IPV4,123.98.150.36,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,16,88,229,HIGH_ENTROPY,"""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.3r1509.0 Mobile/57H871 Safari/536.2""",5.192623962807568
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,17,0,13,IPV4,143.141.68.74,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,17,88,156,HIGH_ENTROPY,"""Opera/9.55.(X11; Linux x86_64; fr-CA) Presto/2.9.163 Version/12.00""",4.977404849259692
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,18,52,66,IPV4,172.17.187.197,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,19,44,55,IPV4,10.97.99.15,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,21,50,61,IPV4,10.7.142.87,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,22,0,14,IPV4,111.197.47.161,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,22,85,151,HIGH_ENTROPY,"""Opera/8.59.(Windows NT 11.0; ml-IN) Presto/2.9.165 Version/11.00""",4.843509559264799
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,23,46,60,IPV4,172.30.143.109,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,24,0,14,IPV4,108.191.80.181,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,24,99,205,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6; rv:1.9.6.20) Gecko/7986-04-28 14:32:54.619049 Firefox/3.8""",5.128890153396133
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,24,150,158,IPV4,1.9.6.20,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,25,0,135,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""DEBUG"",""service"":""search"",""msg"":""user session created"",""user"":""panderson"",""trace"":""kqH3MB9n7IWU""}",4.796788053271826
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,26,49,61,IPV4,172.18.82.69,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,28,0,134,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""DEBUG"",""service"":""billing"",""msg"":""request completed"",""user"":""suarezmike"",""trace"":""TOdoe5c3veGp""}",4.771647378035618
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,30,0,136,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""billing"",""msg"":""token refreshed"",""user"":""contrerasangela"",""trace"":""BwBAD3UdRPPg""}",4.8635015144693154
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,31,49,63,IPV4,192.168.68.193,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,33,0,12,IPV4,12.4.151.183,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,33,93,193,HIGH_ENTROPY,"""Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/53.0.833.0 Safari/531.2""",5.11352800500474
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,34,0,13,IPV4,34.141.163.57,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,34,88,153,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.0)""",4.873582667442961
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,35,0,127,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""billing"",""msg"":""cache miss"",""user"":""kimberly69"",""trace"":""yayq7YYDsBS9""}",4.78550580165275
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,37,0,13,IPV4,85.66.134.209,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,37,89,155,HIGH_ENTROPY,"""Opera/8.58.(X11; Linux i686; id-ID) Presto/2.9.185 Version/12.00""",4.840091945792335
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,38,0,137,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""notify"",""msg"":""request completed"",""user"":""garrisonjeffrey"",""trace"":""2leMeR3pzh84""}",4.813310755596565
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,39,0,14,IPV4,167.93.102.237,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,39,86,152,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.0)""",4.863846438132795
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,40,46,58,IPV4,10.204.3.187,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,41,0,131,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""search"",""msg"":""retrying upstream"",""user"":""darlene68"",""trace"":""7W7eaDNKgeIn""}",4.690575884563022
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,42,0,124,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""billing"",""msg"":""cache miss"",""user"":""sheila14"",""trace"":""xskC1ITtNZPH""}",4.727162165582339
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,43,53,66,IPV4,10.135.235.53,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,44,0,11,IPV4,186.9.165.3,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,44,90,156,HIGH_ENTROPY,"""Opera/9.10.(X11; Linux i686; mg-MG) Presto/2.9.168 Version/10.00""",4.823131105205005
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000001.txt,45,44,59,IPV4,192.168.100.225,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,2,45,54,IPV4,10.21.7.3,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,3,44,57,IPV4,192.168.6.122,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,4,0,12,IPV4,27.151.11.93,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,4,88,155,HIGH_ENTROPY,"""Opera/9.88.(X11; Linux i686; nds-DE) Presto/2.9.183 Version/12.00""",4.845960743265914
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,5,0,127,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""search"",""msg"":""db slow query"",""user"":""umarshall"",""trace"":""vIDAdn1Ay5XL""}",4.829676199089262
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,6,0,14,IPV4,148.160.163.96,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,6,89,197,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_8; rv:1.9.3.20) Gecko/3958-06-21 06:15:07.199631 Firefox/3.8""",5.097215791127674
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,6,142,150,IPV4,1.9.3.20,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,9,0,132,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""search"",""msg"":""user session created"",""user"":""jerry35"",""trace"":""KQbfPBi3Dldq""}",4.80403850931027
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,10,0,138,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""orders"",""msg"":""retrying upstream"",""user"":""newtonstephanie"",""trace"":""W4yrW81Aq1fE""}",4.772307246709927
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,10,153,341,HIGH_ENTROPY,'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJLQVRBeWR3d0RpIiwiaWF0IjoxNzU3MjY3ODUyLCJleHAiOjE3NTcyNzE0NTIsInNjb3BlIjoicmVhZDphbGwifQ.mk3iBvYVdyzTm62fQpDr52iTxDxht_s-4Z_P-O5zdnc',5.6126463678337455
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,10,161,340,JWT,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJLQVRBeWR3d0RpIiwiaWF0IjoxNzU3MjY3ODUyLCJleHAiOjE3NTcyNzE0NTIsInNjb3BlIjoicmVhZDphbGwifQ.mk3iBvYVdyzTm62fQpDr52iTxDxht_s-4Z_P-O5zdnc,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,11,43,58,IPV4,192.168.110.201,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,12,0,14,IPV4,193.144.229.52,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,12,89,205,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/13.0.873.0 Safari/532.1""",5.158561305928359
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,12,214,256,HIGH_ENTROPY,AIzatBR48lU9wQlpsDmRs4rVlDPeusxIJ1BRIraDfQ,4.588164148711681
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,13,0,134,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""billing"",""msg"":""user session created"",""user"":""ewilson"",""trace"":""8nDSqXxkMM9V""}",4.800491729666528
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,14,0,134,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""billing"",""msg"":""user session created"",""user"":""kvasquez"",""trace"":""b7tKR69yz8Tm""}",4.7890319792688425
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,15,0,133,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""orders"",""msg"":""token refreshed"",""user"":""hernandezlisa"",""trace"":""MZhYKYcwIBQx""}",4.813177707670715
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,16,51,64,IPV4,172.23.241.46,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,18,46,60,IPV4,172.17.237.104,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,19,47,60,IPV4,10.41.145.103,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,20,44,58,IPV4,10.230.168.107,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,22,44,58,IPV4,192.168.101.72,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,23,53,66,IPV4,192.168.136.0,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,25,0,14,IPV4,145.108.123.73,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,25,92,224,HIGH_ENTROPY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:6.0; kok-IN) AppleWebKit/535.32.4 (KHTML, like Gecko) Version/4.1 Safari/535.32.4""",5.264531314187304
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,26,48,63,IPV4,192.168.142.106,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,28,46,59,IPV4,10.253.174.29,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,29,0,14,IPV4,69.162.197.137,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,29,90,155,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1)""",4.873582667442961
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,30,50,63,IPV4,192.168.0.150,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,31,0,128,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""billing"",""msg"":""token refreshed"",""user"":""cindy77"",""trace"":""IircdJsS8iO3""}",4.791550320556694
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,32,0,15,IPV4,182.131.140.146,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,32,94,168,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.1)""",4.842446399465823
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,33,53,67,IPV4,192.168.14.199,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,35,0,15,IPV4,200.157.170.155,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,35,91,159,HIGH_ENTROPY,"""Opera/9.41.(X11; Linux x86_64; ro-RO) Presto/2.9.173 Version/11.00""",4.866966981549002
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,36,0,125,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""notify"",""msg"":""db slow query"",""user"":""yarnold"",""trace"":""MMYNoXHyC6Ct""}",4.901550037467304
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,38,0,11,IPV4,49.25.91.90,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,38,87,192,HIGH_ENTROPY,"""Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/49.0.849.0 Safari/533.2""",5.119739060498863
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,39,0,13,IPV4,152.102.23.85,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,39,88,154,HIGH_ENTROPY,"""Opera/9.22.(X11; Linux i686; ps-AF) Presto/2.9.164 Version/12.00""",4.805778877512176
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,40,0,127,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""orders"",""msg"":""token refreshed"",""user"":""dgarcia"",""trace"":""3DeRo7qYYOLQ""}",4.772446277166893
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,41,0,138,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""billing"",""msg"":""user session created"",""user"":""bowenrobert"",""trace"":""oPj6r0jedkYt""}",4.723462610308364
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000003.txt,42,48,61,IPV4,192.168.38.79,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,1,0,14,IPV4,39.249.220.117,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,1,93,158,HIGH_ENTROPY,"""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1)""",4.873582667442961
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,2,0,127,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""WARN"",""service"":""auth"",""msg"":""token refreshed"",""user"":""richard48"",""trace"":""CJTBJahe84S5""}",4.727044720377794
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,3,0,14,IPV4,90.232.151.191,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,3,92,158,HIGH_ENTROPY,"""Opera/8.48.(X11; Linux i686; ti-ET) Presto/2.9.172 Version/12.00""",4.847519597241927
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,4,0,13,IPV4,59.131.73.146,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,4,91,202,HIGH_ENTROPY,"""Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.42.3 (KHTML, like Gecko) Version/5.1 Safari/535.42.3""",5.046650824657217
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,5,0,138,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""INFO"",""service"":""orders"",""msg"":""user session created"",""user"":""dylanwilliams"",""trace"":""43ANVj77p3kZ""}",4.793545422795466
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,7,46,60,IPV4,192.168.253.31,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,9,0,132,HIGH_ENTROPY,"{""ts"":""2025-09-07T18:24:48Z"",""level"":""ERROR"",""service"":""orders"",""msg"":""retrying upstream"",""user"":""pwilliams"",""trace"":""3e9XrwPGzR1I""}",4.771148809383787
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,10,0,14,IPV4,211.226.43.110,2.0
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,10,92,159,HIGH_ENTROPY,"""Opera/9.80.(Windows NT 10.0; nso-ZA) Presto/2.9.190 Version/11.00""",4.657079817414368
/Users/vamsisaripudi/Documents/1MTSU/SEM3/Parallel Processing Concepts/Final Project/Codebase/CSCI_6330_Final_Project/data-corpus/test-corpus/log_000002.txt,11,46,59,IPV4,172.31.48.136,2.0
